,Date,Datetime,Surface Temperature (kelvin),Surface Temperature (Celcius),Power,Confidence,Latitude,Longitude
666,2017-05-10,2017-05-10T04:08:20,324.5,51,27.1,78,-37.4381,143.1201
667,2017-05-10,2017-05-10T04:08:20,322.8,49,27.3,76,-37.2068,142.9226
668,2017-05-10,2017-05-10T04:08:10,314.2,41,16.1,61,-37.6659,143.186
669,2017-05-10,2017-05-10T04:08:10,315.1,41,18.9,63,-37.7506,142.7265
670,2017-05-10,2017-05-10T04:08:10,349.2,76,72.7,95,-37.6854,143.4543
671,2017-05-10,2017-05-10T04:08:10,320.5,47,23.6,73,-37.7637,143.4072
672,2017-05-10,2017-05-10T04:08:10,314.0,40,17.0,60,-37.959,143.5497
673,2017-05-10,2017-05-10T04:08:10,333.0,59,45.1,85,-37.3655,148.2821
674,2017-05-10,2017-05-10T04:08:10,317.4,44,21.3,68,-38.0189,143.6406
675,2017-05-10,2017-05-10T04:08:10,327.2,54,31.9,80,-38.0781,143.9374
676,2017-05-10,2017-05-10T04:08:10,357.6,84,91.2,99,-38.0881,143.9391
677,2017-05-10,2017-05-10T04:08:10,351.4,78,75.9,96,-38.0866,143.9534
678,2017-05-10,2017-05-10T04:08:10,344.6,71,64.4,92,-38.2391,142.82
679,2017-05-10,2017-05-10T04:08:10,317.6,44,25.4,68,-38.2481,142.8381
680,2017-05-10,2017-05-10T04:08:10,326.7,53,32.3,80,-37.8158,147.2077
681,2017-05-10,2017-05-10T04:08:10,363.0,89,110.5,100,-38.5123,146.4007
682,2017-05-10,2017-05-10T04:08:10,323.1,49,31.4,76,-38.5138,146.3889
683,2017-05-10,2017-05-10T04:08:10,316.2,43,23.0,65,-38.293,145.966
684,2017-05-10,2017-05-10T04:08:10,321.2,48,28.2,74,-38.2946,145.9538
685,2017-05-10,2017-05-10T04:08:10,327.0,53,34.5,80,-38.2838,145.9641
686,2017-05-10,2017-05-10T04:08:10,386.3,113,189.2,100,-37.8339,147.2118
687,2017-05-10,2017-05-10T04:08:10,323.0,49,27.7,76,-37.8265,147.1984
688,2017-05-10,2017-05-10T04:08:10,314.7,41,18.7,62,-36.9827,141.4064
689,2017-05-10,2017-05-10T04:08:10,321.9,48,24.9,74,-36.9647,142.1729
690,2017-05-10,2017-05-10T04:08:10,328.4,55,34.3,81,-36.7185,144.5427
691,2017-05-10,2017-05-10T04:08:10,315.8,42,16.9,64,-36.754,141.7932
692,2017-05-10,2017-05-10T04:08:10,333.6,60,41.2,86,-36.7212,144.5501
693,2017-05-10,2017-05-10T04:08:10,326.5,53,29.6,80,-36.9315,142.9519
694,2017-05-10,2017-05-10T04:08:10,328.4,55,32.6,81,-36.9054,143.9176
695,2017-05-10,2017-05-10T04:08:10,319.2,46,21.9,71,-36.7988,141.3436
696,2017-05-10,2017-05-10T04:08:10,312.5,39,12.4,55,-36.5886,142.8549
697,2017-05-10,2017-05-10T04:08:10,312.7,39,13.5,55,-36.9748,143.9369
698,2017-05-10,2017-05-10T04:08:10,336.1,62,49.1,87,-37.3456,141.1885
699,2017-05-10,2017-05-10T04:08:10,317.0,43,22.2,67,-36.8084,145.9198
700,2017-05-10,2017-05-10T04:08:10,331.3,58,40.9,84,-37.3405,141.1927
701,2017-05-10,2017-05-10T04:08:10,312.1,38,14.9,53,-37.2549,142.7719
702,2017-05-10,2017-05-10T04:08:10,327.5,54,28.8,81,-36.1672,145.8389
703,2017-05-10,2017-05-10T04:08:10,317.6,44,16.3,68,-36.1687,145.8275
704,2017-05-10,2017-05-10T04:08:10,311.8,38,10.5,51,-36.3355,144.5241
705,2017-05-10,2017-05-10T04:08:10,322.9,49,23.1,76,-36.3371,144.5115
706,2017-05-10,2017-05-10T04:08:10,313.5,40,15.8,58,-36.4944,141.8992
707,2017-05-10,2017-05-10T04:08:10,318.0,44,20.4,69,-37.1749,143.9573
708,2017-05-10,2017-05-10T04:08:10,312.8,39,16.0,52,-37.3025,143.4635
709,2017-05-10,2017-05-10T04:08:10,312.6,39,15.4,52,-37.3009,143.4777
710,2017-05-10,2017-05-10T04:08:10,351.5,78,72.5,96,-36.3438,141.5832
711,2017-05-10,2017-05-10T04:08:10,325.7,52,30.4,79,-35.9423,145.0943
712,2017-05-10,2017-05-10T04:08:10,325.3,52,29.8,78,-35.9438,145.0824
713,2017-05-10,2017-05-10T04:08:10,324.4,51,29.2,77,-37.2991,143.4681
714,2017-05-10,2017-05-10T04:08:10,335.3,62,44.4,87,-37.4373,142.7654
715,2017-05-10,2017-05-10T04:08:10,334.6,61,39.8,86,-36.2715,141.0081
716,2017-05-10,2017-05-10T04:08:10,314.6,41,13.3,57,-36.2341,141.3188
717,2017-05-10,2017-05-10T04:08:10,347.6,74,67.8,94,-37.4357,142.7813
718,2017-05-10,2017-05-10T04:08:10,323.0,49,25.5,76,-37.3233,143.8061
719,2017-05-10,2017-05-10T04:08:10,328.7,55,32.0,82,-36.2646,141.0021
720,2017-05-10,2017-05-10T04:08:10,313.9,40,12.3,60,-35.7421,142.5634
721,2017-05-10,2017-05-10T04:08:10,335.8,62,45.3,87,-37.4479,142.7671
722,2017-05-10,2017-05-10T04:08:10,321.9,48,24.5,75,-37.3333,143.8079
723,2017-05-10,2017-05-10T04:08:10,320.5,47,22.2,60,-37.4304,143.1275
724,2017-05-10,2017-05-10T04:08:10,312.3,39,13.6,54,-37.459,142.9198
725,2017-05-10,2017-05-10T04:08:10,316.5,43,15.9,66,-36.8158,142.8794
726,2017-05-10,2017-05-10T04:08:10,321.2,48,23.7,74,-37.4732,143.1877
727,2017-05-10,2017-05-10T04:08:10,322.3,49,25.2,75,-37.4716,143.2027
728,2017-05-10,2017-05-10T04:08:10,326.0,52,29.8,79,-37.5005,143.1305
729,2017-05-10,2017-05-10T04:08:10,332.8,59,40.7,85,-37.4988,143.1458
730,2017-05-10,2017-05-10T04:08:10,326.0,52,30.6,79,-37.5529,142.9882
731,2017-05-10,2017-05-10T04:08:10,326.3,53,29.0,78,-37.5553,143.0672
732,2017-05-10,2017-05-10T04:08:10,317.9,44,20.4,69,-37.5673,143.0535
733,2017-05-10,2017-05-10T04:08:10,319.6,46,23.1,71,-37.522,143.4742
734,2017-05-10,2017-05-10T04:08:10,322.7,49,26.8,76,-37.6158,142.6931
735,2017-05-10,2017-05-10T04:08:10,312.1,38,14.4,52,-37.597,143.0741
736,2017-05-10,2017-05-10T04:08:10,326.9,53,31.8,80,-37.5954,143.0895
737,2017-05-10,2017-05-10T04:08:10,358.8,85,96.1,99,-37.5867,143.6256
738,2017-05-09,2017-05-09T12:56:40,313.0,39,25.2,81,-37.527,143.4752
739,2017-05-09,2017-05-09T05:09:50,314.0,40,15.2,60,-36.2685,141.0912
740,2017-05-09,2017-05-09T05:03:40,319.4,46,21.5,71,-36.0195,141.6772
741,2017-05-09,2017-05-09T05:02:50,313.0,39,14.7,57,-36.6519,142.8362
742,2017-05-09,2017-05-09T05:02:50,313.4,40,14.6,58,-36.2635,141.1145
743,2017-05-09,2017-05-09T05:02:50,327.6,54,30.6,81,-36.3488,141.148
744,2017-05-09,2017-05-09T05:02:50,311.9,38,13.9,51,-36.6497,142.8306
745,2017-05-09,2017-05-09T05:02:50,314.0,40,15.5,60,-36.0841,141.1426
746,2017-05-09,2017-05-09T03:32:10,313.6,40,14.0,59,-36.2748,145.7718
747,2017-05-09,2017-05-09T03:27:10,321.1,47,22.5,74,-36.2727,145.8181
748,2017-05-09,2017-05-09T03:26:50,320.4,47,20.2,72,-36.2779,145.7794
749,2017-05-09,2017-05-09T03:26:50,316.2,43,15.4,53,-36.2761,145.8256
750,2017-05-09,2017-05-09T00:42:30,312.6,39,20.3,55,-38.3849,146.6745
751,2017-05-08,2017-05-08T04:26:50,315.6,42,16.0,64,-36.3182,141.6684
752,2017-05-08,2017-05-08T04:26:50,345.5,72,63.5,93,-36.2306,143.6408
753,2017-05-08,2017-05-08T04:24:40,313.8,40,17.6,59,-36.4001,143.1512
754,2017-05-08,2017-05-08T04:24:00,335.7,62,43.0,87,-36.4183,141.6816
755,2017-05-08,2017-05-08T04:21:40,316.7,43,18.8,66,-35.9225,143.5451
756,2017-05-08,2017-05-08T04:21:10,318.7,45,18.3,70,-36.3012,141.16299999999998
757,2017-05-08,2017-05-08T04:20:40,321.0,47,23.1,73,-36.3492,145.9333
758,2017-05-08,2017-05-08T04:20:40,327.3,54,31.1,80,-36.3864,141.3034
759,2017-05-08,2017-05-08T04:20:20,330.1,56,35.1,83,-36.4532,143.1564
760,2017-05-08,2017-05-08T04:20:10,333.9,60,41.9,86,-36.3493,145.8723
761,2017-05-08,2017-05-08T04:20:10,318.2,45,17.2,69,-36.4226,141.6752
762,2017-05-08,2017-05-08T04:20:10,341.7,68,53.8,91,-36.4168,141.6939
763,2017-05-08,2017-05-08T04:20:10,326.2,53,30.7,79,-36.2396,143.6427
764,2017-05-08,2017-05-08T04:20:10,321.2,48,23.8,74,-36.4547,143.145
765,2017-05-08,2017-05-08T04:20:10,323.5,50,24.5,76,-36.4196,141.6999
766,2017-05-08,2017-05-08T04:20:10,320.1,46,24.5,72,-36.1963,145.194
767,2017-05-08,2017-05-08T04:20:10,311.9,38,13.2,51,-36.0744,146.688
768,2017-05-08,2017-05-08T04:20:10,312.6,39,12.6,50,-36.2756,145.811
769,2017-05-08,2017-05-08T04:20:10,375.1,101,142.5,100,-36.2848,145.8133
770,2017-05-08,2017-05-08T04:20:10,388.4,115,197.9,100,-36.2829,145.825
771,2017-05-08,2017-05-08T04:20:10,325.4,52,29.0,79,-36.3511,145.9216
772,2017-05-08,2017-05-08T04:20:10,323.7,50,33.6,77,-37.5304,143.4714
773,2017-05-08,2017-05-08T04:20:10,354.9,81,82.3,97,-36.4211,141.6875
774,2017-05-08,2017-05-08T00:01:40,318.1,44,24.6,69,-38.4068,147.0682
775,2017-05-07,2017-05-07T03:44:00,327.1,53,34.3,70,-36.5134,142.4682
776,2017-05-07,2017-05-07T03:39:30,331.2,58,40.4,73,-36.5152,142.4765
777,2017-05-07,2017-05-07T00:55:00,313.7,40,18.2,59,-36.1214,143.7078
778,2017-05-06,2017-05-06T04:39:30,320.4,47,23.4,73,-36.2936,145.1053
779,2017-05-06,2017-05-06T04:39:00,324.6,51,26.3,78,-36.0914,145.0299
780,2017-05-06,2017-05-06T04:39:00,315.4,42,20.0,64,-36.7317,142.0162
781,2017-05-06,2017-05-06T04:39:00,341.8,68,54.7,91,-35.6138,143.8666
782,2017-05-06,2017-05-06T04:37:40,314.8,41,17.9,62,-36.5141,145.0292
783,2017-05-06,2017-05-06T04:34:10,313.8,40,17.2,59,-36.3011,141.5705
784,2017-05-06,2017-05-06T04:33:00,349.8,76,70.1,95,-36.0885,145.0359
785,2017-05-06,2017-05-06T04:32:50,351.4,78,77.1,96,-36.3193,145.9162
786,2017-05-06,2017-05-06T04:32:30,332.7,59,38.0,85,-36.0889,145.0443
787,2017-05-06,2017-05-06T04:32:20,356.0,82,84.2,98,-36.0652,146.0764
788,2017-05-06,2017-05-06T04:32:20,313.1,39,14.2,57,-36.2961,144.861
789,2017-05-06,2017-05-06T04:32:20,363.7,90,105.2,100,-36.0682,146.0602
790,2017-05-06,2017-05-06T04:32:20,316.5,43,18.2,66,-36.2861,144.8582
791,2017-05-06,2017-05-06T04:32:20,322.6,49,26.7,75,-36.6892,145.5397
792,2017-05-06,2017-05-06T00:16:40,330.6,57,35.6,83,-35.33,142.4127
793,2017-05-06,2017-05-06T00:13:50,344.2,71,60.9,92,-37.7889,143.1324
794,2017-05-06,2017-05-06T00:13:00,318.5,45,22.3,70,-37.7772,143.1222
795,2017-05-05,2017-05-05T03:59:10,350.7,77,74.1,95,-36.6139,143.501
796,2017-05-05,2017-05-05T03:57:00,327.9,54,30.0,81,-36.2558,143.6443
797,2017-05-05,2017-05-05T03:56:40,315.4,42,20.3,51,-37.547,142.9081
798,2017-05-05,2017-05-05T03:56:00,313.4,40,17.8,58,-36.4251,142.2216
799,2017-05-05,2017-05-05T03:53:20,336.3,63,51.9,87,-36.1147,147.4958
800,2017-05-05,2017-05-05T03:53:10,331.1,57,34.9,84,-36.4426,140.9954
801,2017-05-05,2017-05-05T03:53:10,349.3,76,74.3,95,-37.9509,143.9599
802,2017-05-05,2017-05-05T03:52:30,319.7,46,23.6,59,-37.5406,142.9301
803,2017-05-05,2017-05-05T03:51:50,329.1,55,32.6,82,-36.3086,141.135
804,2017-05-05,2017-05-05T03:50:40,320.3,47,19.6,57,-35.9839,143.6719
805,2017-05-05,2017-05-05T03:50:40,325.9,52,28.5,79,-36.2987,141.1294
806,2017-05-05,2017-05-05T03:50:20,312.0,38,12.4,52,-36.2542,143.6256
807,2017-05-05,2017-05-05T03:50:20,325.3,52,28.6,78,-36.7145,143.471
808,2017-05-05,2017-05-05T03:50:20,321.7,48,23.1,74,-36.2523,143.6509
809,2017-05-05,2017-05-05T03:50:20,328.8,55,33.1,82,-36.4528,141.0038
810,2017-05-05,2017-05-05T03:50:20,320.0,46,21.4,72,-36.7072,143.4655
811,2017-05-05,2017-05-05T03:50:20,322.1,48,24.6,75,-36.4425,141.1907
812,2017-05-05,2017-05-05T03:50:20,312.1,38,11.6,53,-36.3596,141.0646
813,2017-05-05,2017-05-05T03:50:20,329.4,56,39.1,82,-37.5576,143.5687
814,2017-05-05,2017-05-05T03:50:20,353.4,80,80.3,97,-36.6224,143.5092
815,2017-05-05,2017-05-05T03:50:20,315.6,42,22.1,64,-36.3452,145.8969
816,2017-05-05,2017-05-05T03:50:20,319.5,46,22.2,71,-36.686,143.8575
817,2017-05-05,2017-05-05T03:50:20,319.0,45,19.6,71,-36.3617,141.0269
818,2017-05-05,2017-05-05T03:50:20,324.0,50,27.8,77,-36.6118,143.5275
819,2017-05-05,2017-05-05T03:50:20,314.7,41,20.8,56,-37.785,143.092
820,2017-05-05,2017-05-05T03:50:20,324.5,51,26.6,78,-36.0786,144.22899999999998
821,2017-05-05,2017-05-05T03:50:20,316.5,43,24.2,62,-37.8254,143.3904
822,2017-05-05,2017-05-05T03:50:20,322.0,48,26.0,75,-36.1369,141.8122
823,2017-05-05,2017-05-05T03:50:20,312.4,39,12.9,54,-36.2966,141.1662
824,2017-05-05,2017-05-05T03:50:20,352.0,78,81.1,96,-38.0933,143.9824
825,2017-05-05,2017-05-05T01:07:10,323.4,50,34.0,76,-37.7068,141.3149
826,2017-05-04,2017-05-04T04:53:10,344.5,71,58.4,92,-36.663000000000004,142.8567
827,2017-05-04,2017-05-04T04:52:00,325.5,52,27.5,79,-36.6963,141.8645
828,2017-05-04,2017-05-04T04:51:50,314.0,40,14.6,60,-36.5489,143.1093
829,2017-05-04,2017-05-04T04:51:40,327.4,54,32.3,80,-36.8202,141.80200000000002
830,2017-05-04,2017-05-04T04:51:30,319.6,46,19.6,71,-36.6248,142.2042
831,2017-05-04,2017-05-04T04:51:20,315.5,42,13.9,60,-36.4195,141.2093
832,2017-05-04,2017-05-04T04:51:20,313.8,40,14.3,59,-36.7063,141.8673
833,2017-05-04,2017-05-04T04:51:20,326.8,53,30.0,80,-36.343,143.3324
834,2017-05-04,2017-05-04T04:51:20,320.3,47,20.1,72,-36.3256,141.095
835,2017-05-04,2017-05-04T04:51:20,323.9,50,28.1,77,-37.7714,142.8339
836,2017-05-04,2017-05-04T04:48:50,347.0,73,66.9,94,-37.6982,143.0549
837,2017-05-04,2017-05-04T04:48:40,321.9,48,25.5,75,-37.4621,143.0869
838,2017-05-04,2017-05-04T04:48:30,320.4,47,19.8,73,-36.3911,141.1262
839,2017-05-04,2017-05-04T04:48:20,349.2,76,71.0,95,-36.7187,143.805
840,2017-05-04,2017-05-04T04:48:10,326.5,53,29.1,80,-36.2185,141.5941
841,2017-05-04,2017-05-04T04:48:10,335.6,62,44.5,87,-37.5991,143.1517
842,2017-05-04,2017-05-04T04:48:10,362.7,89,105.0,100,-36.7742,145.1991
843,2017-05-04,2017-05-04T04:48:00,313.9,40,14.2,50,-36.943000000000005,141.863
844,2017-05-04,2017-05-04T04:48:00,314.3,41,13.3,61,-36.3484,141.4983
845,2017-05-04,2017-05-04T04:47:30,323.7,50,27.9,77,-37.7741,142.8188
846,2017-05-04,2017-05-04T04:47:20,314.7,41,14.0,62,-36.3164,141.1475
847,2017-05-04,2017-05-04T04:46:50,336.2,63,43.8,87,-36.4379,141.3392
848,2017-05-04,2017-05-04T04:46:30,313.8,40,14.9,52,-36.5177,144.5711
849,2017-05-04,2017-05-04T04:46:30,327.9,54,33.3,81,-37.7011,143.0393
850,2017-05-04,2017-05-04T04:46:20,311.8,38,12.1,51,-36.5642,142.5943
851,2017-05-04,2017-05-04T04:46:20,341.8,68,54.2,91,-36.5061,144.5675
852,2017-05-04,2017-05-04T04:46:20,317.9,44,20.3,69,-37.032,143.4464
853,2017-05-04,2017-05-04T04:46:20,331.4,58,33.7,84,-36.4361,141.1724
854,2017-05-04,2017-05-04T04:46:20,328.9,55,38.9,82,-38.4378,146.6124
855,2017-05-04,2017-05-04T04:46:20,368.6,95,119.4,100,-36.4035,140.9935
856,2017-05-04,2017-05-04T04:46:20,320.1,46,20.7,61,-36.3736,143.8447
857,2017-05-04,2017-05-04T04:46:20,317.4,44,18.4,68,-36.0963,145.6162
858,2017-05-04,2017-05-04T04:46:20,320.7,47,22.6,73,-36.5077,144.5817
859,2017-05-04,2017-05-04T04:46:00,327.2,54,29.5,80,-36.4309,141.1436
860,2017-05-04,2017-05-04T04:45:40,328.7,55,33.0,82,-36.2239,144.6922
861,2017-05-04,2017-05-04T04:45:40,327.9,54,33.0,81,-37.5915,143.1328
862,2017-05-04,2017-05-04T04:45:40,313.6,40,16.2,59,-37.6953,143.0704
863,2017-05-04,2017-05-04T04:45:40,323.1,49,22.4,76,-36.4315,141.1987
864,2017-05-04,2017-05-04T04:45:30,357.7,84,88.5,99,-36.4286,141.1567
865,2017-05-04,2017-05-04T04:45:30,334.9,61,41.7,87,-36.4402,141.3259
866,2017-05-04,2017-05-04T04:45:20,311.6,38,12.0,50,-36.8059,142.9103
867,2017-05-04,2017-05-04T04:45:10,341.8,68,54.3,91,-36.3635,142.2809
868,2017-05-04,2017-05-04T04:45:10,360.8,87,96.3,100,-36.664,142.8802
869,2017-05-04,2017-05-04T04:45:00,324.0,50,29.5,77,-37.955999999999996,143.5461
870,2017-05-04,2017-05-04T04:45:00,342.6,69,54.8,91,-36.6564,142.8615
871,2017-05-04,2017-05-04T04:45:00,311.8,38,11.5,50,-36.0959,145.6233
872,2017-05-04,2017-05-04T04:45:00,326.9,53,31.3,80,-36.5607,144.1913
873,2017-05-04,2017-05-04T04:45:00,319.7,46,22.6,72,-37.5811,143.1297
874,2017-05-04,2017-05-04T04:44:50,328.1,54,37.6,81,-38.4398,146.6093
875,2017-05-04,2017-05-04T04:44:50,392.2,119,214.4,100,-36.4057,140.9806
876,2017-05-04,2017-05-04T04:44:50,318.6,45,18.8,58,-36.3815,143.8529
877,2017-05-04,2017-05-04T04:44:50,324.2,51,27.1,77,-36.9455,141.849
878,2017-05-04,2017-05-04T04:44:50,328.4,55,32.9,81,-36.4384,141.7444
879,2017-05-04,2017-05-04T04:44:40,313.6,40,14.4,59,-36.3711,145.8311
880,2017-05-04,2017-05-04T04:44:40,312.1,38,12.9,53,-36.3268,142.3643
881,2017-05-04,2017-05-04T04:44:40,312.7,39,12.9,55,-36.766999999999996,142.6811
882,2017-05-04,2017-05-04T04:44:40,320.1,46,21.9,72,-36.2257,144.2904
883,2017-05-04,2017-05-04T04:44:40,327.0,53,30.2,80,-36.0169,141.6868
884,2017-05-04,2017-05-04T04:44:40,312.5,39,11.8,55,-36.3489,141.4916
885,2017-05-04,2017-05-04T04:44:40,330.1,56,35.2,83,-36.3661,145.8545
886,2017-05-04,2017-05-04T04:44:40,315.7,42,16.7,64,-36.8452,142.2483
887,2017-05-04,2017-05-04T04:44:40,331.3,58,35.8,84,-36.2933,141.6923
888,2017-05-04,2017-05-04T04:44:40,345.4,72,61.5,93,-36.6657,143.1675
889,2017-05-04,2017-05-04T04:44:40,311.8,38,12.0,51,-36.0144,141.7008
890,2017-05-04,2017-05-04T04:44:40,324.0,50,25.1,77,-36.2957,141.6783
891,2017-05-04,2017-05-04T04:44:40,319.7,46,22.7,71,-36.4438,145.8052
892,2017-05-04,2017-05-04T04:44:40,383.8,110,176.1,100,-36.6669,142.8645
893,2017-05-04,2017-05-04T04:44:40,314.4,41,14.2,61,-36.0133,141.8094
894,2017-05-04,2017-05-04T04:44:40,314.1,40,16.1,60,-36.7544,141.5341
895,2017-05-04,2017-05-04T04:44:40,321.7,48,21.9,74,-36.2417,143.6232
896,2017-05-04,2017-05-04T04:44:40,320.2,47,23.4,72,-36.448,145.7893
897,2017-05-04,2017-05-04T04:44:40,321.2,48,21.9,74,-36.6535,142.8771
898,2017-05-04,2017-05-04T04:44:40,312.8,39,13.4,56,-36.2218,141.3385
899,2017-05-04,2017-05-04T04:44:40,317.7,44,17.5,68,-36.2833,141.6896
900,2017-05-04,2017-05-04T04:44:40,316.6,43,20.6,66,-36.7338,144.5479
901,2017-05-04,2017-05-04T04:44:40,317.1,43,17.4,67,-36.2209,141.5804
902,2017-05-04,2017-05-04T04:44:40,357.5,84,89.5,98,-36.8742,142.7177
903,2017-05-04,2017-05-04T04:44:40,325.2,52,27.1,78,-36.3257,141.0896
904,2017-05-04,2017-05-04T04:44:40,381.5,108,167.5,100,-36.6601,142.8724
905,2017-05-04,2017-05-04T04:44:40,324.0,50,26.0,77,-36.8714,142.733
906,2017-05-04,2017-05-04T04:44:40,341.6,68,55.6,91,-36.7751,145.1696
907,2017-05-04,2017-05-04T04:44:40,316.4,43,16.7,66,-36.3168,141.1422
908,2017-05-04,2017-05-04T04:44:40,320.7,47,22.0,73,-36.2394,143.628
909,2017-05-04,2017-05-04T04:44:40,312.3,39,11.8,54,-36.3278,141.082
910,2017-05-04,2017-05-04T04:44:40,342.2,69,53.6,91,-36.3961,140.9781
911,2017-05-04,2017-05-04T04:44:40,316.4,43,15.4,66,-36.3939,140.991
912,2017-05-04,2017-05-04T04:44:40,371.9,98,133.7,100,-36.7708,145.1908
913,2017-05-04,2017-05-04T04:44:40,322.9,49,29.9,76,-38.4025,146.6501
914,2017-05-04,2017-05-04T04:44:40,330.0,56,32.9,83,-36.6173,142.1868
915,2017-05-04,2017-05-04T04:44:40,324.7,51,29.4,78,-37.8701,142.8066
916,2017-05-04,2017-05-04T04:44:40,356.0,82,87.4,98,-37.758,143.179
917,2017-05-04,2017-05-04T04:44:40,347.4,74,67.2,94,-37.7609,143.1633
918,2017-05-04,2017-05-04T04:44:40,339.2,66,50.2,89,-36.5116,144.562
919,2017-05-04,2017-05-04T04:44:40,385.4,112,181.9,100,-36.4338,141.1856
920,2017-05-04,2017-05-04T04:44:40,344.1,70,59.1,92,-36.803000000000004,142.9261
921,2017-05-04,2017-05-04T04:44:40,324.8,51,29.8,78,-37.7505,143.1601
922,2017-05-04,2017-05-04T04:44:40,336.1,62,45.4,87,-36.5493,144.1879
923,2017-05-04,2017-05-04T04:44:40,324.3,51,25.2,77,-36.6146,142.2013
924,2017-05-04,2017-05-04T04:44:40,313.6,40,13.1,59,-36.4399,141.0914
925,2017-05-04,2017-05-04T04:44:40,338.5,65,48.6,89,-36.4143,143.27200000000002
926,2017-05-04,2017-05-04T04:44:40,314.8,41,16.2,54,-37.0434,142.001
927,2017-05-04,2017-05-04T04:44:40,315.8,42,16.3,65,-36.049,143.175
928,2017-05-04,2017-05-04T04:44:40,313.9,40,14.2,60,-36.0399,143.6437
929,2017-05-04,2017-05-04T04:44:40,360.0,86,97.4,99,-36.7153,143.8226
930,2017-05-04,2017-05-04T04:44:40,317.1,43,16.2,67,-36.4207,141.6093
931,2017-05-04,2017-05-04T04:44:40,331.3,58,36.6,84,-36.3295,142.3494
932,2017-05-04,2017-05-04T04:44:40,367.0,93,115.2,100,-36.8791,142.7261
933,2017-05-04,2017-05-04T04:44:40,378.9,105,159.5,100,-36.7786,145.178
934,2017-05-04,2017-05-04T04:44:40,318.9,45,19.9,70,-36.7038,141.8813
935,2017-05-04,2017-05-04T04:44:40,361.3,88,99.3,100,-36.7309,142.3633
936,2017-05-04,2017-05-04T04:44:40,343.9,70,57.8,92,-36.882,142.7108
937,2017-05-04,2017-05-04T04:44:40,324.8,51,25.2,78,-36.3739,141.108
938,2017-05-04,2017-05-04T04:44:40,321.6,48,25.9,74,-37.6403,142.8696
939,2017-05-04,2017-05-04T04:44:40,312.4,39,14.8,54,-36.055,144.605
940,2017-05-04,2017-05-04T04:44:40,312.3,39,15.4,53,-37.6456,142.6646
941,2017-05-04,2017-05-04T04:44:40,314.5,41,16.3,57,-37.5334,143.0587
942,2017-05-04,2017-05-04T04:44:40,320.5,47,22.0,73,-36.3462,143.3157
943,2017-05-04,2017-05-04T04:44:40,345.7,72,63.9,93,-37.5135,142.7238
944,2017-05-04,2017-05-04T04:44:40,347.6,74,66.9,94,-36.2121,144.6885
945,2017-05-04,2017-05-04T04:44:40,331.5,58,39.3,84,-36.8237,141.4881
946,2017-05-04,2017-05-04T04:44:40,311.9,38,14.9,52,-36.8261,141.4747
947,2017-05-04,2017-05-04T04:44:40,314.9,41,15.4,62,-36.334,144.0309
948,2017-05-04,2017-05-04T04:44:40,312.8,39,13.7,56,-36.228,144.6721
949,2017-05-04,2017-05-04T04:44:40,353.2,80,79.3,97,-36.2206,144.6856
950,2017-05-04,2017-05-04T04:44:40,321.2,48,24.1,74,-36.7904,141.7938
951,2017-05-04,2017-05-04T04:44:40,334.5,61,43.3,86,-36.788000000000004,141.8077
952,2017-05-04,2017-05-04T04:44:40,316.7,43,21.6,66,-37.3466,143.123
953,2017-05-04,2017-05-04T00:30:50,323.7,50,33.3,77,-38.4395,146.6166
954,2017-05-04,2017-05-04T00:28:30,347.1,73,72.6,88,-38.0132,146.5269
955,2017-05-04,2017-05-04T00:25:30,322.9,49,28.6,76,-37.6143,142.958
956,2017-05-04,2017-05-04T00:25:30,344.7,71,67.4,87,-38.0148,146.5413
957,2017-05-04,2017-05-04T00:25:10,360.6,87,101.8,100,-37.8412,147.2536
958,2017-05-04,2017-05-04T00:25:00,351.5,78,79.2,96,-37.8429,147.2691
959,2017-05-04,2017-05-04T00:24:50,314.2,41,19.0,61,-37.7177,143.2919
960,2017-05-04,2017-05-04T00:24:50,376.4,103,156.1,94,-38.0233,146.5253
961,2017-05-03,2017-05-03T04:12:40,370.0,96,128.1,100,-36.5454,144.7402
962,2017-05-03,2017-05-03T04:09:50,321.7,48,21.9,74,-36.5039,142.8384
963,2017-05-03,2017-05-03T04:09:40,326.1,52,29.8,79,-36.3557,145.5993
964,2017-05-03,2017-05-03T04:09:40,388.8,115,202.2,100,-36.6088,145.2514
965,2017-05-03,2017-05-03T04:09:20,343.1,69,55.1,92,-36.7593,142.895
966,2017-05-03,2017-05-03T04:08:50,314.7,41,14.5,62,-36.3441,141.5806
967,2017-05-03,2017-05-03T04:08:20,313.2,40,18.3,57,-36.3753,146.6914
968,2017-05-03,2017-05-03T04:08:20,312.4,39,13.3,54,-36.3051,143.1445
969,2017-05-03,2017-05-03T04:08:10,328.9,55,32.0,82,-36.3851,141.8256
970,2017-05-03,2017-05-03T04:08:10,322.0,48,22.2,73,-36.7597,142.9068
971,2017-05-03,2017-05-03T04:06:40,334.1,60,41.1,86,-35.4603,143.5411
972,2017-05-03,2017-05-03T04:05:40,327.8,54,29.5,76,-36.7483,142.9052
973,2017-05-03,2017-05-03T04:05:20,331.0,57,34.5,84,-36.0574,141.5856
974,2017-05-03,2017-05-03T04:05:20,319.5,46,22.6,71,-36.1247,145.1437
975,2017-05-03,2017-05-03T04:05:20,340.8,67,51.0,90,-36.3435,141.5513
