,Date,Datetime,Surface Temperature (kelvin),Surface Temperature (Celcius),Power,Confidence,Latitude,Longitude
1327,2017-04-18,2017-04-18T04:44:50,315.0,41,13.1,63,-37.9176,143.43
1328,2017-04-18,2017-04-18T04:44:50,346.0,72,59.8,93,-37.9157,143.3544
1329,2017-04-18,2017-04-18T04:44:50,327.8,54,29.0,81,-37.9187,143.3385
1330,2017-04-18,2017-04-18T04:44:50,333.5,60,37.2,85,-37.9052,143.3512
1331,2017-04-18,2017-04-18T04:44:50,319.8,46,18.8,72,-37.9201,143.2715
1332,2017-04-18,2017-04-18T04:44:50,317.9,44,15.6,69,-37.9318,143.2083
1333,2017-04-18,2017-04-18T04:44:50,315.6,42,13.3,64,-38.0372,142.6306
1334,2017-04-18,2017-04-18T04:44:50,336.1,62,41.4,87,-38.0398,142.6159
1335,2017-04-18,2017-04-18T04:44:50,315.7,42,13.4,64,-37.8643,143.5099
1336,2017-04-18,2017-04-18T04:44:50,323.2,50,22.4,76,-37.8918,143.364
1337,2017-04-18,2017-04-18T04:44:50,317.6,44,14.2,68,-37.9255,143.1236
1338,2017-04-18,2017-04-18T04:44:50,315.1,41,12.5,63,-37.8857,143.2777
1339,2017-04-18,2017-04-18T04:44:50,322.7,49,20.0,75,-37.8294,143.5162
1340,2017-04-18,2017-04-18T04:44:50,393.8,120,220.4,100,-37.8326,143.4999
1341,2017-04-18,2017-04-18T04:44:50,334.0,60,35.0,81,-37.8188,143.5129
1342,2017-04-18,2017-04-18T04:44:50,312.3,39,10.6,52,-37.8375,143.4153
1343,2017-04-18,2017-04-18T04:44:50,313.1,39,10.7,57,-37.8635,143.1986
1344,2017-04-18,2017-04-18T04:44:50,322.9,49,19.0,76,-37.8947,142.8497
1345,2017-04-18,2017-04-18T04:44:50,329.6,56,30.3,82,-37.8218,143.1858
1346,2017-04-18,2017-04-18T04:44:50,328.1,54,27.1,81,-37.8114,143.1827
1347,2017-04-18,2017-04-18T04:44:50,324.5,51,23.6,78,-37.9284,142.5465
1348,2017-04-18,2017-04-18T04:44:50,315.7,42,12.5,50,-37.9184,142.5436
1349,2017-04-18,2017-04-18T04:44:50,351.6,78,69.4,96,-37.7935,143.1606
1350,2017-04-18,2017-04-18T04:44:50,323.0,49,25.3,76,-38.0524,141.6738
1351,2017-04-18,2017-04-18T04:44:50,313.5,40,14.7,58,-37.5816,144.1369
1352,2017-04-18,2017-04-18T04:44:50,340.3,67,46.6,90,-37.7756,143.1388
1353,2017-04-18,2017-04-18T04:44:50,331.9,58,33.1,84,-37.8774,142.5932
1354,2017-04-18,2017-04-18T04:44:50,317.6,44,14.1,68,-37.7787,143.1494
1355,2017-04-18,2017-04-18T04:44:50,321.3,48,19.2,74,-37.8704,142.5842
1356,2017-04-18,2017-04-18T04:44:50,326.8,53,25.0,77,-37.778,143.0339
1357,2017-04-18,2017-04-18T04:44:50,323.2,50,22.0,76,-37.7648,143.0462
1358,2017-04-18,2017-04-18T04:44:50,315.9,42,13.2,65,-37.7676,143.0307
1359,2017-04-18,2017-04-18T04:44:50,313.1,39,10.4,57,-37.7129,143.0307
1360,2017-04-18,2017-04-18T04:44:50,318.8,45,16.6,66,-37.7331,142.923
1361,2017-04-18,2017-04-18T04:44:50,341.8,68,49.4,91,-37.7171,142.9505
1362,2017-04-18,2017-04-18T04:44:50,346.9,73,58.2,94,-37.7236,142.947
1363,2017-04-18,2017-04-18T04:44:50,321.8,48,19.8,74,-37.6629,143.1587
1364,2017-04-18,2017-04-18T04:44:50,362.7,89,99.8,100,-37.7002,142.9562
1365,2017-04-18,2017-04-18T04:44:50,323.7,50,22.4,77,-37.7376,142.6328
1366,2017-04-18,2017-04-18T04:44:50,313.1,39,10.2,57,-37.6345,143.1335
1367,2017-04-18,2017-04-18T04:44:50,316.2,43,11.9,64,-37.6606,142.9932
1368,2017-04-18,2017-04-18T04:44:50,316.2,43,13.1,65,-37.6861,142.8552
1369,2017-04-18,2017-04-18T04:44:50,329.2,56,30.5,82,-37.7409,142.5558
1370,2017-04-18,2017-04-18T04:44:50,321.4,48,17.6,74,-37.637,143.0024
1371,2017-04-18,2017-04-18T04:44:50,322.0,48,19.4,75,-37.6514,142.9253
1372,2017-04-18,2017-04-18T04:44:50,334.2,61,36.9,86,-37.6543,142.91
1373,2017-04-18,2017-04-18T04:44:50,322.5,49,19.8,75,-37.662,142.6505
1374,2017-04-18,2017-04-18T04:44:50,343.8,70,53.6,92,-37.6498,142.5997
1375,2017-04-18,2017-04-18T04:44:50,314.0,40,11.2,60,-37.5243,143.0437
1376,2017-04-18,2017-04-18T04:44:50,319.5,46,15.3,68,-37.5963,142.5999
1377,2017-04-18,2017-04-18T04:44:50,317.8,44,15.6,69,-37.3544,143.9291
1378,2017-04-18,2017-04-18T04:44:50,371.9,98,127.4,100,-37.5728,142.6348
1379,2017-04-18,2017-04-18T04:44:50,328.0,54,26.0,81,-37.4872,143.0435
1380,2017-04-18,2017-04-18T04:44:50,320.8,47,18.4,73,-37.5025,142.9011
1381,2017-04-18,2017-04-18T04:44:50,369.4,96,119.8,100,-37.4352,143.1444
1382,2017-04-18,2017-04-18T04:44:50,316.1,42,13.8,65,-37.441,142.9966
1383,2017-04-18,2017-04-18T04:44:50,319.7,46,18.1,71,-37.4439,142.9811
1384,2017-04-18,2017-04-18T04:44:50,326.8,53,26.3,80,-37.4479,142.9012
1385,2017-04-18,2017-04-18T04:44:50,319.8,46,17.2,72,-37.4508,142.8859
1386,2017-04-18,2017-04-18T04:44:50,333.7,60,36.4,86,-37.4429,142.8928
1387,2017-04-18,2017-04-18T04:44:50,318.1,44,15.6,69,-37.4007,142.7674
1388,2017-04-18,2017-04-18T04:44:50,314.0,40,14.8,54,-37.4984,142.0686
1389,2017-04-18,2017-04-18T04:44:50,321.5,48,18.1,74,-36.8022,145.2616
1390,2017-04-18,2017-04-18T04:44:50,319.1,45,16.0,71,-37.0856,143.8728
1391,2017-04-18,2017-04-18T04:44:50,320.3,47,17.2,72,-37.0827,143.8836
1392,2017-04-18,2017-04-18T04:44:50,326.7,53,24.0,80,-37.0927,143.8311
1393,2017-04-18,2017-04-18T04:44:50,327.3,54,25.9,80,-37.0961,143.8138
1394,2017-04-18,2017-04-18T04:44:50,317.7,44,13.9,68,-36.9951,143.91299999999998
1395,2017-04-18,2017-04-18T04:44:50,317.8,44,13.8,68,-36.9986,143.8953
1396,2017-04-18,2017-04-18T04:44:50,312.1,38,11.9,52,-36.742,144.8955
1397,2017-04-18,2017-04-18T04:44:50,316.4,43,11.4,66,-36.9285,143.9622
1398,2017-04-18,2017-04-18T04:44:50,374.9,101,136.2,100,-36.6158,145.4424
1399,2017-04-18,2017-04-18T04:44:50,315.4,42,10.2,54,-36.9139,143.9765
1400,2017-04-18,2017-04-18T04:44:50,318.9,45,16.5,70,-36.923,143.8106
1401,2017-04-18,2017-04-18T04:44:50,390.9,117,205.5,100,-36.6946,144.7875
1402,2017-04-18,2017-04-18T04:44:50,331.1,57,30.6,84,-36.6952,144.7228
1403,2017-04-18,2017-04-18T04:44:50,315.9,42,11.4,65,-36.6991,144.7033
1404,2017-04-18,2017-04-18T04:44:50,327.0,53,29.1,80,-37.0623,142.8211
1405,2017-04-18,2017-04-18T04:44:50,313.9,40,13.1,58,-36.9203,143.4581
1406,2017-04-18,2017-04-18T04:44:50,319.2,46,14.7,64,-36.7898,144.00799999999998
1407,2017-04-18,2017-04-18T04:44:50,322.8,49,21.6,76,-36.99,142.9147
1408,2017-04-18,2017-04-18T04:44:50,322.4,49,17.9,75,-36.4368,145.5913
1409,2017-04-18,2017-04-18T04:44:50,324.3,51,19.6,77,-36.4417,145.5688
1410,2017-04-18,2017-04-18T04:44:50,316.8,43,16.8,67,-36.9205,143.0889
1411,2017-04-18,2017-04-18T04:44:50,338.0,64,46.6,89,-36.9413,142.9777
1412,2017-04-18,2017-04-18T04:44:50,334.5,61,40.1,86,-36.9442,142.9619
1413,2017-04-18,2017-04-18T04:44:50,335.2,62,36.6,87,-37.1168,142.0096
1414,2017-04-18,2017-04-18T04:44:50,328.1,54,25.2,81,-37.1193,141.9956
1415,2017-04-18,2017-04-18T04:44:50,319.2,46,17.9,71,-37.1719,141.5775
1416,2017-04-18,2017-04-18T04:44:50,316.1,42,11.6,65,-36.2283,146.3102
1417,2017-04-18,2017-04-18T04:44:50,343.8,70,52.9,92,-36.5828,144.5775
1418,2017-04-18,2017-04-18T04:44:50,352.6,79,72.0,96,-36.5987,144.4995
1419,2017-04-18,2017-04-18T04:44:50,320.1,46,16.3,72,-36.5911,144.4764
1420,2017-04-18,2017-04-18T04:44:50,312.0,38,12.5,51,-36.7887,143.4841
1421,2017-04-18,2017-04-18T04:44:50,316.2,43,10.1,65,-36.3757,145.5589
1422,2017-04-18,2017-04-18T04:44:50,325.4,52,23.1,79,-36.5328,144.7883
1423,2017-04-18,2017-04-18T04:44:50,330.0,56,28.0,83,-36.5882,144.51
1424,2017-04-18,2017-04-18T04:44:50,321.5,48,18.2,74,-36.0952,146.6759
1425,2017-04-18,2017-04-18T04:44:50,327.7,54,25.3,81,-36.9242,142.5602
1426,2017-04-18,2017-04-18T04:44:50,320.8,47,13.5,73,-36.2825,145.7491
1427,2017-04-18,2017-04-18T04:44:50,317.0,43,13.1,67,-36.3405,145.4751
1428,2017-04-18,2017-04-18T04:44:50,357.4,84,83.4,98,-36.5262,144.5737
1429,2017-04-18,2017-04-18T04:44:50,325.7,52,25.2,79,-36.6672,143.8631
1430,2017-04-18,2017-04-18T04:44:50,329.3,56,27.1,82,-36.8786,142.6908
1431,2017-04-18,2017-04-18T04:44:50,327.3,54,27.5,80,-36.5024,144.3542
1432,2017-04-18,2017-04-18T04:44:50,323.6,50,20.0,77,-36.0278,146.5623
1433,2017-04-18,2017-04-18T04:44:50,323.5,50,18.1,76,-36.8705,142.2896
1434,2017-04-18,2017-04-18T04:44:50,329.2,56,30.7,82,-36.4944,144.2113
1435,2017-04-18,2017-04-18T04:44:50,325.7,52,19.9,79,-36.9221,141.9429
1436,2017-04-18,2017-04-18T04:44:50,322.7,49,15.1,66,-36.9071,141.9682
1437,2017-04-18,2017-04-18T04:44:50,321.6,48,14.9,65,-36.8946,141.9795
1438,2017-04-18,2017-04-18T04:44:50,350.0,76,66.4,95,-36.6995,142.97799999999998
1439,2017-04-18,2017-04-18T04:44:50,317.1,43,16.3,67,-36.993,141.2317
1440,2017-04-18,2017-04-18T04:44:50,316.4,43,17.6,66,-36.4844,143.9663
1441,2017-04-18,2017-04-18T04:44:50,323.6,50,23.0,77,-36.9609,141.3607
1442,2017-04-18,2017-04-18T04:44:50,328.0,54,28.8,81,-36.9632,141.3474
1443,2017-04-18,2017-04-18T04:44:50,345.9,72,59.2,93,-36.8879,141.6647
1444,2017-04-18,2017-04-18T04:44:50,314.9,41,10.2,56,-36.7564,142.343
1445,2017-04-18,2017-04-18T04:44:50,320.2,47,14.0,67,-36.0924,145.5751
1446,2017-04-18,2017-04-18T04:44:50,320.4,47,14.1,67,-36.1021,145.5294
1447,2017-04-18,2017-04-18T04:44:50,320.2,47,14.4,65,-36.7149,142.3934
1448,2017-04-18,2017-04-18T04:44:50,323.5,50,17.6,76,-36.7204,142.3638
1449,2017-04-18,2017-04-18T04:44:50,326.2,53,20.5,61,-36.0942,145.5705
1450,2017-04-18,2017-04-18T04:44:50,321.7,48,21.1,74,-36.8207,141.6407
1451,2017-04-18,2017-04-18T04:44:50,316.4,43,11.4,66,-36.1029,145.0695
1452,2017-04-18,2017-04-18T04:44:50,317.7,44,14.5,68,-36.7667,141.1177
1453,2017-04-18,2017-04-18T04:44:50,317.9,44,12.1,69,-35.9082,145.3761
1454,2017-04-18,2017-04-18T04:44:50,316.0,42,10.8,65,-36.3115,143.3581
1455,2017-04-18,2017-04-18T04:44:50,360.1,86,90.7,100,-35.8768,145.4627
1456,2017-04-18,2017-04-18T04:44:50,346.5,73,56.7,93,-36.4899,142.2805
1457,2017-04-18,2017-04-18T04:44:50,321.7,48,16.3,74,-36.4925,142.2657
1458,2017-04-18,2017-04-18T04:44:50,345.7,72,55.7,93,-36.663000000000004,141.3038
1459,2017-04-18,2017-04-18T04:44:50,316.9,43,13.3,67,-36.2723,143.3823
1460,2017-04-18,2017-04-18T04:44:50,326.7,53,26.0,80,-36.4441,142.4715
1461,2017-04-18,2017-04-18T04:44:50,325.6,52,23.0,79,-36.6509,141.3144
1462,2017-04-18,2017-04-18T04:44:50,315.3,42,10.1,63,-36.0806,143.7614
1463,2017-04-18,2017-04-18T04:44:50,323.1,49,18.2,76,-36.2207,142.8519
1464,2017-04-18,2017-04-18T04:44:50,316.1,42,11.4,65,-36.3597,141.9724
1465,2017-04-18,2017-04-18T04:44:50,313.9,40,13.5,51,-36.4466,141.2471
1466,2017-04-18,2017-04-18T04:44:50,324.3,51,23.9,77,-36.1864,142.4106
1467,2017-04-18,2017-04-18T04:44:50,316.2,43,10.6,59,-36.2517,141.8756
1468,2017-04-18,2017-04-18T04:44:50,313.4,40,15.6,58,-36.2692,141.0705
1469,2017-04-18,2017-04-18T04:44:50,321.4,48,19.4,74,-36.0895,141.7446
1470,2017-04-18,2017-04-18T04:44:50,348.7,75,64.6,94,-36.092,141.7306
1471,2017-04-18,2017-04-18T04:44:50,332.0,58,28.8,84,-34.8996,142.0708
1472,2017-04-18,2017-04-18T04:44:50,338.2,65,39.0,89,-34.9023,142.0557
1473,2017-04-18,2017-04-18T04:44:50,322.3,49,17.0,75,-34.8919,142.0529
1474,2017-04-18,2017-04-18T00:34:30,319.6,46,17.6,71,-35.9701,145.7061
1475,2017-04-18,2017-04-18T00:32:30,318.8,45,16.8,70,-37.2627,141.8114
1476,2017-04-18,2017-04-18T00:32:20,319.7,46,16.6,71,-36.7439,141.8553
1477,2017-04-18,2017-04-18T00:32:20,321.5,48,23.7,74,-37.8598,142.5722
1478,2017-04-18,2017-04-18T00:30:50,342.9,69,54.3,91,-36.2637,145.3649
1479,2017-04-18,2017-04-18T00:30:40,339.2,66,46.3,89,-37.2609,141.7999
1480,2017-04-18,2017-04-18T00:30:40,321.6,48,18.3,74,-37.0126,142.2225
1481,2017-04-18,2017-04-18T00:30:40,322.1,48,21.1,75,-36.9193,141.06799999999998
1482,2017-04-18,2017-04-18T00:28:10,346.4,73,60.1,93,-36.91,141.0704
1483,2017-04-18,2017-04-18T00:27:40,321.4,48,20.4,74,-36.5956,144.7405
1484,2017-04-18,2017-04-18T00:26:20,325.0,51,23.5,70,-36.9038,141.0661
1485,2017-04-18,2017-04-18T00:25:40,316.9,43,10.8,60,-34.8634,143.1811
1486,2017-04-18,2017-04-18T00:25:10,315.1,41,11.5,54,-35.9498,145.6229
1487,2017-04-18,2017-04-18T00:25:00,321.4,48,18.3,74,-36.7362,142.1063
1488,2017-04-18,2017-04-18T00:24:50,343.2,70,54.5,92,-36.2652,145.3769
1489,2017-04-18,2017-04-18T00:24:50,313.4,40,12.5,58,-37.6069,141.4724
1490,2017-04-18,2017-04-18T00:24:50,350.7,77,68.4,95,-36.738,142.1177
1491,2017-04-18,2017-04-18T00:24:40,321.8,48,20.6,73,-36.908,141.0584
1492,2017-04-18,2017-04-18T00:24:40,321.2,48,16.8,74,-34.8544,143.1831
1493,2017-04-18,2017-04-18T00:24:40,329.8,56,37.1,83,-38.0326,141.5413
1494,2017-04-18,2017-04-18T00:24:40,319.9,46,23.6,72,-38.0308,141.5296
1495,2017-04-18,2017-04-18T00:24:40,330.7,57,28.5,83,-36.4622,142.4773
1496,2017-04-18,2017-04-18T00:24:40,324.8,51,23.9,78,-35.9435,145.6489
1497,2017-04-17,2017-04-17T04:12:10,315.2,42,15.7,63,-37.0669,145.3677
1498,2017-04-17,2017-04-17T04:08:40,320.6,47,15.5,73,-36.8866,141.0714
1499,2017-04-17,2017-04-17T04:08:20,328.3,55,31.0,81,-37.0682,145.3607
1500,2017-04-17,2017-04-17T04:05:20,326.3,53,23.1,62,-34.8295,143.179
1501,2017-04-17,2017-04-17T04:05:20,319.3,46,14.2,62,-36.7721,142.4219
1502,2017-04-17,2017-04-17T04:05:10,317.1,43,19.0,67,-36.3269,144.0871
1503,2017-04-17,2017-04-17T04:05:00,318.9,45,13.2,70,-36.7239,141.0154
1504,2017-04-17,2017-04-17T04:03:50,330.3,57,26.5,83,-36.3947,141.4285
1505,2017-04-17,2017-04-17T04:03:50,328.9,55,25.2,78,-34.8404,143.1806
1506,2017-04-17,2017-04-17T04:03:10,316.9,43,10.9,61,-36.8975,141.0971
1507,2017-04-17,2017-04-17T04:03:10,312.8,39,13.6,56,-37.0685,145.35399999999998
1508,2017-04-17,2017-04-17T04:03:10,329.2,56,26.3,82,-36.7219,141.0396
1509,2017-04-17,2017-04-17T04:02:50,321.8,48,22.1,74,-37.7545,142.1449
1510,2017-04-17,2017-04-17T04:02:50,325.6,52,27.6,79,-37.8277,142.6216
1511,2017-04-17,2017-04-17T04:02:40,327.7,54,33.0,81,-37.1378,141.9545
1512,2017-04-17,2017-04-17T04:02:30,318.5,45,10.2,58,-36.4437,141.5916
1513,2017-04-17,2017-04-17T04:02:30,322.6,49,15.2,75,-36.433,141.5953
1514,2017-04-17,2017-04-17T04:02:20,350.6,77,71.9,95,-36.5199,144.7311
1515,2017-04-17,2017-04-17T04:02:20,335.4,62,36.4,87,-36.8847,141.0956
1516,2017-04-17,2017-04-17T04:02:20,312.2,39,11.1,53,-37.7504,142.1373
1517,2017-04-17,2017-04-17T04:02:20,320.9,47,20.9,73,-37.6638,142.8268
1518,2017-04-17,2017-04-17T04:02:20,341.4,68,52.9,91,-37.0782,145.3625
1519,2017-04-17,2017-04-17T04:02:20,315.2,42,18.5,63,-36.5233,146.7436
1520,2017-04-17,2017-04-17T04:02:20,334.8,61,33.2,86,-36.3591,141.0682
1521,2017-04-17,2017-04-17T04:02:20,312.6,39,13.2,55,-37.9378,142.541
1522,2017-04-17,2017-04-17T04:02:20,313.4,40,12.9,58,-36.0434,143.1899
1523,2017-04-17,2017-04-17T04:02:20,320.5,47,13.1,73,-36.2377,141.1427
1524,2017-04-17,2017-04-17T04:02:20,347.4,74,57.1,94,-36.3966,141.406
1525,2017-04-17,2017-04-17T04:02:20,321.9,48,27.8,75,-36.9199,145.8429
1526,2017-04-17,2017-04-17T04:02:20,317.5,44,20.0,68,-37.1396,141.9328
1527,2017-04-17,2017-04-17T04:02:20,340.4,67,53.9,90,-37.1349,141.9491
1528,2017-04-17,2017-04-17T04:02:20,320.2,47,22.8,72,-36.3253,144.1026
1529,2017-04-17,2017-04-17T04:02:20,331.8,58,31.3,84,-36.7228,142.3699
1530,2017-04-17,2017-04-17T01:22:10,316.5,43,12.8,65,-36.4333,141.5977
1531,2017-04-17,2017-04-17T01:22:10,319.7,46,17.0,72,-36.4355,141.5901
1532,2017-04-17,2017-04-17T01:20:30,326.5,53,23.3,80,-36.1552,141.7256
1533,2017-04-17,2017-04-17T01:19:10,330.3,57,29.3,83,-36.1574,141.7206
1534,2017-04-17,2017-04-17T01:19:00,320.9,47,16.7,73,-36.1725,141.7246
1535,2017-04-16,2017-04-16T05:07:40,330.8,57,36.6,83,-36.7708,143.5545
1536,2017-04-16,2017-04-16T04:59:30,335.0,61,42.0,87,-37.1369,141.7668
1537,2017-04-16,2017-04-16T04:58:30,312.6,39,11.9,55,-37.2904,143.9209
1538,2017-04-16,2017-04-16T04:57:40,313.5,40,12.1,58,-37.0459,142.7207
1539,2017-04-16,2017-04-16T04:57:20,311.7,38,14.8,50,-36.7194,143.5593
1540,2017-04-16,2017-04-16T04:57:20,326.6,53,29.5,80,-37.1253,141.763
1541,2017-04-16,2017-04-16T04:56:50,330.8,57,32.7,83,-36.7313,141.7398
1542,2017-04-16,2017-04-16T04:56:50,316.0,42,14.8,63,-36.2938,145.6237
1543,2017-04-16,2017-04-16T04:56:50,341.9,68,55.4,91,-36.7651,143.5801
1544,2017-04-16,2017-04-16T04:56:50,324.3,51,22.8,77,-36.8103,142.5022
1545,2017-04-16,2017-04-16T04:56:50,325.1,51,26.2,78,-36.8308,141.3743
1546,2017-04-16,2017-04-16T04:56:50,334.8,61,40.6,86,-36.8346,141.3552
1547,2017-04-16,2017-04-16T04:56:50,316.7,43,13.7,66,-36.7354,141.7577
1548,2017-04-16,2017-04-16T04:56:50,319.8,46,17.2,72,-36.7395,141.7372
1549,2017-04-16,2017-04-16T04:56:50,320.2,47,18.9,72,-36.7622,141.0228
1550,2017-04-16,2017-04-16T04:56:50,315.9,42,17.7,65,-36.3588,141.5272
1551,2017-04-16,2017-04-16T00:42:40,315.4,42,17.3,52,-37.3723,143.8406
1552,2017-04-16,2017-04-16T00:36:40,312.6,39,11.8,55,-36.7001,141.7567
1553,2017-04-15,2017-04-15T04:24:00,316.3,43,10.8,66,-36.5049,143.775
1554,2017-04-15,2017-04-15T04:20:40,355.3,82,79.4,98,-36.9329,143.7796
1555,2017-04-15,2017-04-15T04:20:40,320.4,47,16.1,67,-36.8254,143.5602
1556,2017-04-15,2017-04-15T04:20:40,323.6,50,19.8,77,-36.2098,143.92700000000002
1557,2017-04-15,2017-04-15T04:20:40,358.9,85,83.0,99,-35.8276,143.7549
1558,2017-04-15,2017-04-15T04:20:40,321.2,48,19.9,69,-36.6589,141.2755
1559,2017-04-15,2017-04-15T04:20:40,320.8,47,16.9,73,-36.7223,143.9213
1560,2017-04-15,2017-04-15T04:20:40,317.8,44,13.6,68,-37.0038,142.1629
1561,2017-04-15,2017-04-15T04:20:00,326.1,52,24.8,79,-36.4673,145.7291
1562,2017-04-15,2017-04-15T04:17:40,316.7,43,13.2,66,-36.1586,146.3329
1563,2017-04-15,2017-04-15T04:17:40,321.1,47,14.4,74,-36.3326,142.8706
1564,2017-04-15,2017-04-15T04:17:30,325.4,52,21.5,66,-36.8004,142.4415
1565,2017-04-15,2017-04-15T04:17:30,315.4,42,10.1,64,-36.8377,143.4624
1566,2017-04-15,2017-04-15T04:17:30,335.1,61,40.9,87,-37.4532,143.1093
1567,2017-04-15,2017-04-15T04:17:10,387.0,113,178.7,94,-35.9342,141.9444
1568,2017-04-15,2017-04-15T04:16:40,326.5,53,20.7,80,-36.1831,142.0764
1569,2017-04-15,2017-04-15T04:16:00,318.1,44,14.0,69,-36.798,142.4482
1570,2017-04-15,2017-04-15T04:16:00,328.4,55,28.8,81,-36.6605,141.2603
1571,2017-04-15,2017-04-15T04:16:00,325.9,52,21.8,79,-36.4115,144.0755
1572,2017-04-15,2017-04-15T04:16:00,328.6,55,25.2,82,-36.2375,143.4093
1573,2017-04-15,2017-04-15T04:15:40,316.1,42,11.0,65,-36.6833,142.8296
1574,2017-04-15,2017-04-15T04:15:40,339.9,66,37.9,78,-35.9326,141.958
1575,2017-04-15,2017-04-15T04:15:40,329.6,56,27.6,82,-36.4956,143.7732
1576,2017-04-15,2017-04-15T04:15:30,318.8,45,15.7,70,-36.7445,143.3254
1577,2017-04-15,2017-04-15T04:15:30,317.8,44,12.8,68,-36.1401,146.0217
1578,2017-04-15,2017-04-15T04:15:10,328.7,55,24.4,82,-36.3311,142.8832
1579,2017-04-15,2017-04-15T04:15:10,336.7,63,41.4,88,-36.669000000000004,144.6148
1580,2017-04-15,2017-04-15T04:15:10,332.1,58,33.5,84,-36.6876,145.2888
1581,2017-04-15,2017-04-15T04:15:10,334.2,61,34.1,86,-36.5906,143.1693
1582,2017-04-15,2017-04-15T04:15:10,342.9,69,51.9,91,-36.6892,145.2775
1583,2017-04-15,2017-04-15T04:15:10,338.5,65,42.7,89,-36.73,143.935
1584,2017-04-15,2017-04-15T04:15:10,312.1,38,11.2,52,-36.3489,145.3342
1585,2017-04-15,2017-04-15T04:15:00,366.5,93,109.3,100,-36.8283,143.4605
1586,2017-04-15,2017-04-15T04:15:00,327.6,54,26.8,81,-36.5069,144.7323
1587,2017-04-15,2017-04-15T04:15:00,322.0,48,18.7,75,-37.0054,142.149
1588,2017-04-15,2017-04-15T04:14:50,322.8,49,17.5,76,-36.589,143.1818
1589,2017-04-15,2017-04-15T04:14:50,327.6,54,24.6,81,-36.2083,143.9386
1590,2017-04-15,2017-04-15T04:14:50,354.5,81,75.2,97,-36.6527,142.7392
1591,2017-04-15,2017-04-15T04:14:50,351.6,78,70.1,96,-36.1898,145.0922
1592,2017-04-15,2017-04-15T04:14:30,321.7,48,17.1,70,-36.1484,141.3879
1593,2017-04-15,2017-04-15T04:14:30,389.9,116,198.5,100,-36.239000000000004,143.3972
1594,2017-04-15,2017-04-15T04:14:30,324.9,51,16.1,78,-35.4941,143.4974
1595,2017-04-15,2017-04-15T04:14:30,384.8,111,172.4,100,-35.8261,143.7665
1596,2017-04-15,2017-04-15T04:14:20,318.1,44,15.7,68,-36.6599,144.6129
1597,2017-04-15,2017-04-15T04:14:20,352.4,79,71.7,96,-36.8298,143.4483
1598,2017-04-15,2017-04-15T04:14:20,328.9,55,26.7,81,-36.9954,142.1472
1599,2017-04-15,2017-04-15T04:14:20,325.4,52,21.6,77,-36.9938,142.1611
1600,2017-04-15,2017-04-15T04:14:20,363.3,90,101.6,100,-36.6615,144.6014
1601,2017-04-15,2017-04-15T04:14:20,346.6,73,58.4,93,-36.8238,143.5724
1602,2017-04-15,2017-04-15T04:14:20,320.7,47,16.7,73,-36.8332,143.5742
1603,2017-04-15,2017-04-15T04:14:20,325.2,52,19.2,78,-36.1815,142.09
1604,2017-04-15,2017-04-15T04:14:20,328.8,55,28.0,82,-36.9887,142.6515
1605,2017-04-15,2017-04-15T04:14:20,315.1,41,12.3,59,-37.1228,141.7389
1606,2017-04-15,2017-04-15T04:14:20,317.4,44,12.6,67,-36.7315,143.9232
1607,2017-04-15,2017-04-15T04:14:20,335.0,61,37.7,87,-36.9345,143.7675
1608,2017-04-15,2017-04-15T04:14:20,329.1,55,34.3,82,-37.0636,145.3614
1609,2017-04-15,2017-04-15T04:14:20,323.1,49,25.6,76,-37.0719,145.3572
1610,2017-04-15,2017-04-15T04:14:20,323.0,49,25.4,75,-37.0704,145.3684
1611,2017-04-15,2017-04-15T04:14:20,325.8,52,27.5,79,-37.4506,143.102
1612,2017-04-15,2017-04-15T04:14:20,326.1,52,25.0,77,-37.4935,142.8492
1613,2017-04-15,2017-04-15T04:14:20,311.8,38,14.2,51,-37.8937,147.1785
1614,2017-04-15,2017-04-15T04:14:20,383.8,110,173.9,100,-36.5053,144.7437
1615,2017-04-15,2017-04-15T04:14:20,315.1,41,10.1,63,-36.1937,143.5674
1616,2017-04-15,2017-04-15T04:14:20,376.7,103,141.7,100,-36.5985,143.1836
1617,2017-04-15,2017-04-15T04:14:20,329.9,56,30.0,72,-36.4501,141.2288
1618,2017-04-15,2017-04-15T04:14:20,326.4,53,23.7,80,-36.102,146.2785
1619,2017-04-15,2017-04-15T04:14:20,327.2,54,26.4,80,-36.739000000000004,141.0745
1620,2017-04-15,2017-04-15T04:14:20,373.4,100,132.8,100,-36.1988,145.0941
1621,2017-04-15,2017-04-15T04:14:20,319.7,46,15.6,71,-36.2929,144.1411
1622,2017-04-14,2017-04-14T05:16:20,372.2,99,132.5,75,-36.7499,141.3006
1623,2017-04-14,2017-04-14T05:15:50,328.8,55,27.7,82,-36.3523,141.0283
1624,2017-04-14,2017-04-14T05:09:10,315.6,42,11.2,64,-36.3414,141.0295
1625,2017-04-14,2017-04-14T05:09:10,319.5,46,15.7,71,-36.3551,141.0343
1626,2017-04-14,2017-04-14T05:09:10,319.7,46,18.8,72,-36.7817,142.4872
1627,2017-04-14,2017-04-14T05:09:10,335.6,62,37.6,87,-36.0757,142.3606
1628,2017-04-14,2017-04-14T05:09:10,328.5,55,31.6,71,-36.7459,141.2912
1629,2017-04-14,2017-04-14T05:09:10,352.6,79,76.4,84,-36.7432,141.3296
