Order,Family,Species,Mass(g),BMR(W),Speciesavg.mass(g),Speciesavg.BMR(W),References
Artiodactyla,Antilocapridae,Antilocapraamericana,32000.00,49.984,34779.3,50.973,Lovegrove(2000)
Artiodactyla,Antilocapridae,Antilocapraamericana,37800,51.981,,,White&Seymour(2003)
Artiodactyla,Bovidae,Bostaurus,347000,306.77,347000,306.77,Heusner(1991)
Artiodactyla,Bovidae,Cephalophusmonticola,4200,10.075,4200,10.075,Lovegrove(2000)
Artiodactyla,Bovidae,Connochaetestaurinus,196500,230.073,196500,230.073,"White&Seymour(2003),Rogerson(1968)"
Artiodactyla,Bovidae,Kobusellipsiprymnus,100000,148.949,100000,148.949,Lovegrove(2000)
Artiodactyla,Bovidae,Madoquakirkii,4290,11.966,4290,11.966,Lovegrove(2000)
Artiodactyla,Bovidae,Oreamnosamericanus,32000,46.414,32000,46.414,Lovegrove(2000)
Artiodactyla,Bovidae,Oviscanadensis,65000,123.287,67030.8,114.674,Lovegrove(2000)
Artiodactyla,Bovidae,Oviscanadensis,69125,106.663,,,White&Seymour(2003)
Artiodactyla,Bovidae,Raphiceruscampestris,9600,20.619,9600,20.619,Lovegrove(2000)
Artiodactyla,Bovidae,Taurotragusoryx,133300,180.15,141403.7,190.209,Heusner(1991)
Artiodactyla,Bovidae,Taurotragusoryx,150000,200.83,,,Lovegrove(2000)
Artiodactyla,Camelidae,Camelusdromedarius,407000,224.779,407000,224.779,Lovegrove(2000)
Artiodactyla,Camelidae,Lamaglama,115000,148.94,115000,148.94,Heusner(1991)
Artiodactyla,Canidae,Cervuselaphus,67000,112.43,67000,112.43,Heusner(1991)
Artiodactyla,Cervidae,Alcesalces,325000,286.847,325000,286.847,White&Seymour(2003)
Artiodactyla,Cervidae,Capreoluscapreolus,21500,46.347,21500,46.347,Weiner(1977)
Artiodactyla,Cervidae,Odocoileusvirginianus,58588,142.863,61862.5,123.447,White&Seymour(2003)
Artiodactyla,Cervidae,Odocoileusvirginianus,65320,106.67,,,Heusner(1991)
Artiodactyla,Cervidae,Rangifertarandus,85000,119.66,85000,119.66,Heusner(1991)
Artiodactyla,Suidae,Susscrofa,135000,104.15,135000,104.15,Heusner(1991)
Artiodactyla,Tayassuidae,Pecaritajacu,20500,33.165,20500,33.165,White&Seymour(2003)
Artiodactyla,Tragulidae,Tragulusjavanicus,1613,4.9,1615.5,4.883,Heusner(1991)
Artiodactyla,Tragulidae,Tragulusjavanicus,1618,4.865,,,Lovegrove(2000)
Carnivora,Canidae,Alopexlagopus,3600,7.665,3600,7.665,White&Seymour(2003)
Carnivora,Canidae,Canislatrans,10000,14.99,10148.9,19.423,White&Seymour(2003)
Carnivora,Canidae,Canislatrans,10300,25.167,,,Lovegrove(2000)
Carnivora,Canidae,Canismesomelas,7720,21.533,7720,21.533,White&Seymour(2003)
Carnivora,Canidae,Cerdocyonthous,5444,8.502,5444,8.502,White&Seymour(2003)
Carnivora,Canidae,Lycaonpictus,8750,33.01,8750,33.01,Heusner(1991)
Carnivora,Canidae,Vulpesvelox,1769,4.948,1769,4.948,White&Seymour(2003)
Carnivora,Canidae,Vulpesvulpes,4440,13.623,4580.3,13.731,White&Seymour(2003)
Carnivora,Canidae,Vulpesvulpes,4725,13.841,,,White&Seymour(2003)
Carnivora,Canidae,Vulpeszerda,1106,2.23,1159.2,2.693,Heusner(1991)
Carnivora,Canidae,Vulpeszerda,1215,3.252,,,White&Seymour(2003)
Carnivora,Felidae,Acinonyxjubatus,37900,50.107,38446.1,61.77,White&Seymour(2003)
Carnivora,Felidae,Acinonyxjubatus,39000,76.148,,,Lovegrove(2000)
Carnivora,Felidae,Felisconcolor,37200,49.326,37200,49.326,White&Seymour(2003)
Carnivora,Felidae,Herpailurusyaguarondi,8400,9.69,8400,9.69,White&Seymour(2003)
Carnivora,Felidae,Leoparduspardalis,10500,17.439,10500,17.439,White&Seymour(2003)
Carnivora,Felidae,Leoparduswiedii,3600,5.227,3600,5.227,White&Seymour(2003)
Carnivora,Felidae,Leptailurusserval,1012,1.44,1012,1.44,Lovegrove(2000)
Carnivora,Felidae,Lynxrufus,9400,23.542,9400,23.542,White&Seymour(2003)
Carnivora,Felidae,Pantheraleo,98000,94.58,98000,94.58,White&Seymour(2003)
Carnivora,Felidae,Pantheraonca,50400,62.419,50400,62.419,White&Seymour(2003)
Carnivora,Felidae,Pantheratigris,137900,133.859,137900,133.859,White&Seymour(2003)
Carnivora,Herpestidae,Galerellasanguinea,500,2.12,519.6,2.202,Kamauetal.(1979)
Carnivora,Herpestidae,Galerellasanguinea,540,2.287,,,White&Seymour(2003)
Carnivora,Herpestidae,Herpestesjavanicus,611,2.248,611,2.248,White&Seymour(2003)
Carnivora,Herpestidae,Suricatasuricatta,850,1.729,850,1.729,White&Seymour(2003)
Carnivora,Hyaenidae,Hyaenahyaena,34300,31.954,34300,31.954,White&Seymour(2003)
Carnivora,Hyaenidae,Protelescristatus,7710,10.925,7902.6,11.563,Lovegrove(2000)
Carnivora,Hyaenidae,Protelescristatus,8100,12.239,,,White&Seymour(2003)
Carnivora,Mustelidae,Eirabarbara,2950,6.811,2950,6.811,White&Seymour(2003)
Carnivora,Mustelidae,Enhydralutris,18000,67.278,26832.8,98.479,Lovegrove(2000)
Carnivora,Mustelidae,Enhydralutris,40000,144.15,,,Heusner(1991)
Carnivora,Mustelidae,Gulogulo,12700,31.765,12700,31.765,White&Seymour(2003)
Carnivora,Mustelidae,Lutralutra,10000,25.104,10000,25.104,White&Seymour(2003)
Carnivora,Mustelidae,Martesamericana,900,3.319,966.5,3.579,White&Seymour(2003)
Carnivora,Mustelidae,Martesamericana,1038,3.86,,,Heusner(1991)
Carnivora,Mustelidae,Martesmartes,920,4,920,4,White&Seymour(2003)
Carnivora,Mustelidae,Melesmeles,11050,16.647,11050,16.647,White&Seymour(2003)
Carnivora,Mustelidae,Mustelaerminea,75,0.93,125.5,1.276,Heusner(1991)
Carnivora,Mustelidae,Mustelaerminea,210,1.75,,,Heusner(1991)
Carnivora,Mustelidae,Mustelafrenata,225,1.344,225,1.344,White&Seymour(2003)
Carnivora,Mustelidae,Mustelavison,660,2.722,660,2.722,White&Seymour(2003)
Carnivora,Mustelidae,Spilogaleputorius,624,1.674,624,1.674,White&Seymour(2003)
Carnivora,Mustelidae,Taxideataxus,9000,15.062,9000,15.062,White&Seymour(2003)
Carnivora,Phocidae,Phocafasciata,54000,118.59,54000,118.59,Heusner(1991)
Carnivora,Phocidae,Phocagroenlandica,150000,168.93,150000,168.93,Heusner(1991)
Carnivora,Phocidae,Phocavitulina,27400,73.29,27400,73.29,Heusner(1991)
Carnivora,Procyonidae,Ailurusfulgens,5740,4.898,5740,4.898,White&Seymour(2003)
Carnivora,Procyonidae,Bassariscussumichrasti,1280,3.537,1280,3.537,White&Seymour(2003)
Carnivora,Procyonidae,Nasuanarica,3670,6.733,3670,6.733,White&Seymour(2003)
Carnivora,Procyonidae,Nasuanasua,3850,5.649,3924.3,5.591,Lovegrove(2000)
Carnivora,Procyonidae,Nasuanasua,4000,5.534,,,White&Seymour(2003)
Carnivora,Procyonidae,Potosflavus,2215,4.177,2318,4.294,Lovegrove(2000)
Carnivora,Procyonidae,Potosflavus,2343,4.441,,,White&Seymour(2003)
Carnivora,Procyonidae,Potosflavus,2400,4.27,,,Heusner(1991)
Carnivora,Procyonidae,Procyoncancrivorus,1160,2.588,1160,2.588,White&Seymour(2003)
Carnivora,Procyonidae,Procyonlotor,4620,12.191,4842.2,10.428,Lovegrove(2000)
Carnivora,Procyonidae,Procyonlotor,5075,8.92,,,White&Seymour(2003)
Carnivora,Ursidae,Melursusursinus,66957,47.064,66957,47.064,McNab(1992)
Carnivora,Viverridae,Arctictisbinturong,14280,12.747,14280,12.747,White&Seymour(2003)
Carnivora,Viverridae,Arctogalidiatrivirgata,2010,3.085,2010,3.085,White&Seymour(2003)
Carnivora,Viverridae,Fossafossana,2260,5.09,2260,5.09,Heusner(1991)
Carnivora,Viverridae,Genettatigrina,1698,4.167,1699,4.189,White&Seymour(2003)
Carnivora,Viverridae,Genettatigrina,1700,4.21,,,Heusner(1991)
Carnivora,Viverridae,Nandiniabinotata,4270,4.814,4270,5.565,White&Seymour(2003)
Carnivora,Viverridae,Nandiniabinotata,4270,6.432,,,Lovegrove(2000)
Carnivora,Viverridae,Paradoxurushermaphroditus,3160,7.665,3282.6,5.534,White&Seymour(2003)
Carnivora,Viverridae,Paradoxurushermaphroditus,3410,3.995,,,Lovegrove(2000)
Chiroptera,Emballonuridae,Peropteryxmacrotis,5,0.065,5,0.065,White&Seymour(2003)
Chiroptera,Emballonuridae,Saccopteryxbilineata,7.8,0.081,7.8,0.081,Lovegrove(2000)
Chiroptera,Hipposideridae,Rhinonycterisaurantius,8.27,0.09,8.3,0.09,Baudinetteetal.(2000)
Chiroptera,Megadermatidae,Macrodermagigas,107.2,0.526,126,0.639,Baudinetteetal.(2000)
Chiroptera,Megadermatidae,Macrodermagigas,148,0.776,,,McNab(1969)
Chiroptera,Molossidae,Eumopsperotis,56,0.222,56,0.222,White&Seymour(2003)
Chiroptera,Molossidae,Molossusmolossus,15.6,0.126,15.6,0.126,White&Seymour(2003)
Chiroptera,Molossidae,Nyctinomopslaticaudatus,14,0.062,14,0.062,Lovegrove(2000)
Chiroptera,Molossidae,Tadaridabrasiliensis,10.4,0.12,13.3,0.117,Heusner(1991)
Chiroptera,Molossidae,Tadaridabrasiliensis,16.9,0.113,,,White&Seymour(2003)
Chiroptera,Mormoopidae,Mormoopsblainvillii,8.6,0.045,8.6,0.045,White&Seymour(2003)
Chiroptera,Mormoopidae,Mormoopsmegalophylla,16.5,0.136,16.5,0.136,White&Seymour(2003)
Chiroptera,Mormoopidae,Pteronotusdavyi,9.4,0.085,9.4,0.085,Lovegrove(2000)
Chiroptera,Mormoopidae,Pteronotusparnellii,19.2,0.171,19.2,0.171,Lovegrove(2000)
Chiroptera,Mormoopidae,Pteronotuspersonatus,14,0.128,14,0.128,Lovegrove(2000)
Chiroptera,Mormoopidae,Pteronotusquadridens,4.9,0.034,4.9,0.034,White&Seymour(2003)
Chiroptera,Natalidae,Natalustumidirostris,5.4,0.046,5.4,0.046,White&Seymour(2003)
Chiroptera,Noctilionidae,Noctilioalbiventris,27,0.176,27,0.176,McNab(1969)
Chiroptera,Noctilionidae,Noctilioleporinus,61,0.4,61,0.4,McNab(1969)
Chiroptera,Phyllostomidae,Anouracaudifera,11.5,0.238,11.5,0.238,McNab(1969)
Chiroptera,Phyllostomidae,Artibeusconcolor,19.7,0.222,19.7,0.222,McNab(1969)
Chiroptera,Phyllostomidae,Artibeusfimbriatus,63.9,0.435,63.9,0.435,White&Seymour(2003)
Chiroptera,Phyllostomidae,Artibeusjamaicensis,45.2,0.428,46.1,0.359,McNab(1969)
Chiroptera,Phyllostomidae,Artibeusjamaicensis,47,0.3,,,Heusner(1991)
Chiroptera,Phyllostomidae,Artibeuslituratus,70.1,0.602,70.1,0.602,McNab(1969)
Chiroptera,Phyllostomidae,Carolliaperspicillata,14.9,0.24,14.9,0.24,McNab(1969)
Chiroptera,Phyllostomidae,Chirodermadoriae,19.9,0.173,19.9,0.173,White&Seymour(2003)
Chiroptera,Phyllostomidae,Chrotopterusauritus,96.1,0.788,96.1,0.788,McNab(1969)
Chiroptera,Phyllostomidae,Desmodusrotundus,29.4,0.194,29.4,0.194,McNab(1969)
Chiroptera,Phyllostomidae,Diaemusyoungi,36.6,0.208,36.6,0.208,McNab(1969)
Chiroptera,Phyllostomidae,Diphyllaecaudata,27.8,0.215,27.8,0.215,McNab(1969)
Chiroptera,Phyllostomidae,Erophyllasezekorni,16.1,0.099,16.1,0.099,White&Seymour(2003)
Chiroptera,Phyllostomidae,Glossophagasoricina,9.6,0.164,9.6,0.164,McNab(1969)
Chiroptera,Phyllostomidae,Leptonycteriscurasoae,22,0.245,22,0.245,White&Seymour(2003)
Chiroptera,Phyllostomidae,Macrotuscalifornicus,11.7,0.082,11.7,0.082,Lovegrove(2000)
Chiroptera,Phyllostomidae,Monophyllusredmani,8.7,0.062,8.7,0.062,White&Seymour(2003)
Chiroptera,Phyllostomidae,Phyllostomusdiscolor,33.5,0.267,33.5,0.267,McNab(1969)
Chiroptera,Phyllostomidae,Phyllostomuselongatus,35.6,0.216,35.6,0.216,White&Seymour(2003)
Chiroptera,Phyllostomidae,Phyllostomushastatus,84.2,0.559,84.2,0.559,McNab(1969)
Chiroptera,Phyllostomidae,Platyrrhinuslineatus,21.9,0.25,21.9,0.25,McNab(1969)
Chiroptera,Phyllostomidae,Rhinophyllafischerae,9.5,0.091,9.5,0.091,Lovegrove(2000)
Chiroptera,Phyllostomidae,Rhinophyllapumilio,9.5,0.104,9.5,0.104,McNab(1969)
Chiroptera,Phyllostomidae,Sturniralilium,21,0.19,21.4,0.237,Heusner(1991)
Chiroptera,Phyllostomidae,Sturniralilium,21.9,0.297,,,McNab(1969)
Chiroptera,Phyllostomidae,Sturniratildae,20.5,0.223,20.5,0.223,White&Seymour(2003)
Chiroptera,Phyllostomidae,Tonatiabidens,27.4,0.307,27.4,0.307,McNab(1969)
Chiroptera,Phyllostomidae,Urodermabilobatum,16.2,0.176,16.2,0.176,McNab(1969)
Chiroptera,Phyllostomidae,Vampyressapusilla,8.8,0.104,8.8,0.104,White&Seymour(2003)
Chiroptera,Pteropodidae,Cynopterusbrachyotis,37,0.26,37.2,0.262,Heusner(1991)
Chiroptera,Pteropodidae,Cynopterusbrachyotis,37.4,0.265,,,White&Seymour(2003)
Chiroptera,Pteropodidae,Dobsoniaminor,73.7,0.415,80.1,0.504,White&Seymour(2003)
Chiroptera,Pteropodidae,Dobsoniaminor,87,0.612,,,Lovegrove(2000)
Chiroptera,Pteropodidae,Dobsoniamoluccensis,241.4,0.971,312.4,1.411,White&Seymour(2003)
Chiroptera,Pteropodidae,Dobsoniamoluccensis,404.3,2.052,,,White&Seymour(2003)
Chiroptera,Pteropodidae,Dobsoniapraedatrix,179.5,0.795,179.5,0.795,White&Seymour(2003)
Chiroptera,Pteropodidae,Eonycterisspelaea,51.6,0.268,51.6,0.268,Lovegrove(2000)
Chiroptera,Pteropodidae,Macroglossusminimus,15.9,0.103,15.9,0.103,White&Seymour(2003)
Chiroptera,Pteropodidae,Megaloglossuswoermanni,12.4,0.121,12.4,0.121,Lovegrove(2000)
Chiroptera,Pteropodidae,Melonycterismelanops,53.3,0.242,53.3,0.242,White&Seymour(2003)
Chiroptera,Pteropodidae,Nyctimenealbiventer,28.2,0.225,29.5,0.185,Lovegrove(2000)
Chiroptera,Pteropodidae,Nyctimenealbiventer,30.9,0.152,,,White&Seymour(2003)
Chiroptera,Pteropodidae,Nyctimenecyclotis,40.4,0.36,40.4,0.36,White&Seymour(2003)
Chiroptera,Pteropodidae,Nyctimenemajor,13.6,0.114,13.6,0.114,White&Seymour(2003)
Chiroptera,Pteropodidae,Paranyctimeneraptor,21.3,0.17,22.4,0.152,Heusner(1991)
Chiroptera,Pteropodidae,Paranyctimeneraptor,23.6,0.137,,,White&Seymour(2003)
Chiroptera,Pteropodidae,Pteropusgiganteus,562.2,1.622,562.2,1.622,White&Seymour(2003)
Chiroptera,Pteropodidae,Pteropushypomelanus,520.8,1.618,520.8,1.618,White&Seymour(2003)
Chiroptera,Pteropodidae,Pteropuspoliocephalus,598,1.768,598,1.768,White&Seymour(2003)
Chiroptera,Pteropodidae,Pteropuspumilus,194.2,0.705,194.2,0.705,White&Seymour(2003)
Chiroptera,Pteropodidae,Pteropusrodricensis,254.5,0.753,254.5,0.753,White&Seymour(2003)
Chiroptera,Pteropodidae,Pteropusscapulatus,362,1.353,362,1.353,White&Seymour(2003)
Chiroptera,Pteropodidae,Pteropusvampyrus,1024.3,4.486,1024.3,4.486,White&Seymour(2003)
Chiroptera,Pteropodidae,Rousettusaegyptiacus,146,0.684,146,0.684,White&Seymour(2003)
Chiroptera,Pteropodidae,Rousettusamplexicaudatus,91.5,0.582,91.5,0.582,White&Seymour(2003)
Chiroptera,Pteropodidae,Syconycterisaustralis,15.9,0.122,16.7,0.152,White&Seymour(2003)
Chiroptera,Pteropodidae,Syconycterisaustralis,17.5,0.188,,,McNab(1969)
Chiroptera,Rhinolophidae,Hipposiderosgaleritus,8.5,0.05,8.5,0.05,Heusner(1991)
Chiroptera,Vespertilionidae,Antrozouspallidus,22,0.104,22,0.104,Lovegrove(2000)
Chiroptera,Vespertilionidae,Chalinolobusgouldii,17.5,0.141,17.5,0.141,White&Seymour(2003)
Chiroptera,Vespertilionidae,Eptesicusfuscus,10.4,0.116,13.3,0.113,White&Seymour(2003)
Chiroptera,Vespertilionidae,Eptesicusfuscus,16.9,0.11,,,Heusner(1991)
Chiroptera,Vespertilionidae,Histiotusvelatus,11.2,0.088,11.2,0.088,White&Seymour(2003)
Chiroptera,Vespertilionidae,Miniopterusschreibersi,10.91,0.145,10.9,0.145,Baudinetteetal.(2000)
Chiroptera,Vespertilionidae,Myotislucifugus,5.2,0.05,5.8,0.051,White&Seymour(2003)
Chiroptera,Vespertilionidae,Myotislucifugus,6.5,0.052,,,Lovegrove(2000)
Chiroptera,Vespertilionidae,Myotisnigricans,3.7,0.027,3.7,0.027,Lovegrove(2000)
Chiroptera,Vespertilionidae,Myotisvelifer,11.89,0.04,11.9,0.04,Heusner(1991)
Chiroptera,Vespertilionidae,Myotisvivesi,25,0.199,25,0.199,Lovegrove(2000)
Chiroptera,Vespertilionidae,Myotisyumanensis,5,0.047,5,0.047,Lovegrove(2000)
Chiroptera,Vespertilionidae,Nyctophilusgeoffroyi,8,0.062,8,0.062,White&Seymour(2003)
Chiroptera,Vespertilionidae,Plecotusauritus,10.25,0.082,10.2,0.082,White&Seymour(2003)
Dasyuromorpha,Caluromyidae,Caluromysderbianus,329,1.255,342.7,1.194,White&Seymour(2003)
Dasyuromorpha,Caluromyidae,Caluromysderbianus,357,1.135,,,Lovegrove(2000)
Dasyuromorpha,Dasyuridae,Antechinusflavipes,46.5,0.252,46.5,0.252,White&Seymour(2003)
Dasyuromorpha,Dasyuridae,Antechinusstuartii,22.1,0.19,25,0.189,Heusner(1991)
Dasyuromorpha,Dasyuridae,Antechinusstuartii,28.2,0.189,,,White&Seymour(2003)
Dasyuromorpha,Dasyuridae,Antechinusswainsonii,66.9,0.351,66.9,0.351,White&Seymour(2003)
Dasyuromorpha,Dasyuridae,Dasycercusbyrnei,89,0.44,100,0.439,Heusner(1991)
Dasyuromorpha,Dasyuridae,Dasycercusbyrnei,91.7,0.4,,,White&Seymour(2003)
Dasyuromorpha,Dasyuridae,Dasycercusbyrnei,103.5,0.456,,,Lovegrove(2000)
Dasyuromorpha,Dasyuridae,Dasycercusbyrnei,118.2,0.462,,,Lovegrove(2003)
Dasyuromorpha,Dasyuridae,Dasycercuscristicauda,86,0.24,91,0.26,Lovegrove(2003)
Dasyuromorpha,Dasyuridae,Dasycercuscristicauda,88.8,0.26,,,Heusner(1991)
Dasyuromorpha,Dasyuridae,Dasycercuscristicauda,89,0.258,,,Lovegrove(2000)
Dasyuromorpha,Dasyuridae,Dasycercuscristicauda,101,0.285,,,White&Seymour(2003)
Dasyuromorpha,Dasyuridae,Dasyurusgeoffroii,1300,2.82,1326.7,2.991,Heusner(1991)
Dasyuromorpha,Dasyuridae,Dasyurusgeoffroii,1354,3.172,,,Lovegrove(2000)
Dasyuromorpha,Dasyuridae,Dasyurushallucatus,558,1.356,571,1.501,White&Seymour(2003)
Dasyuromorpha,Dasyuridae,Dasyurushallucatus,584.4,1.663,,,Lovegrove(2003)
Dasyuromorpha,Dasyuridae,Dasyurusmaculatus,1782,3.01,1782,3.142,Heusner(1991)
Dasyuromorpha,Dasyuridae,Dasyurusmaculatus,1782,3.281,,,White&Seymour(2003)
Dasyuromorpha,Dasyuridae,Dasyurusviverrinus,909.9,2.31,945.3,2.26,Heusner(1991)
Dasyuromorpha,Dasyuridae,Dasyurusviverrinus,982,2.21,,,White&Seymour(2003)
Dasyuromorpha,Dasyuridae,Ningauiyvonnae,11.6,0.088,11.6,0.088,White&Seymour(2003)
Dasyuromorpha,Dasyuridae,Phascogaletapoatafa,147,0.664,153.7,0.694,Lovegrove(2000)
Dasyuromorpha,Dasyuridae,Phascogaletapoatafa,157,0.71,,,White&Seymour(2003)
Dasyuromorpha,Dasyuridae,Phascogaletapoatafa,157.2,0.71,,,Lovegrove(2003)
Dasyuromorpha,Dasyuridae,Planigalegilesi,8.9,0.071,9.1,0.058,Lovegrove(2000)
Dasyuromorpha,Dasyuridae,Planigalegilesi,9.1,0.039,,,White&Seymour(2003)
Dasyuromorpha,Dasyuridae,Planigalegilesi,9.4,0.07,,,Heusner(1991)
Dasyuromorpha,Dasyuridae,Planigaleingrami,7.1,0.063,8.8,0.065,White&Seymour(2003)
Dasyuromorpha,Dasyuridae,Planigaleingrami,10.8,0.067,,,White&Seymour(2003)
Dasyuromorpha,Dasyuridae,Planigalemaculata,8.5,0.06,10.6,0.067,Heusner(1991)
Dasyuromorpha,Dasyuridae,Planigalemaculata,13.1,0.074,,,Lovegrove(2000)
Dasyuromorpha,Dasyuridae,Planigaletenuirostris,7.1,0.063,7.1,0.063,White&Seymour(2003)
Dasyuromorpha,Dasyuridae,Pseudantechinusmacdonnellensis,43.1,0.152,43.1,0.152,White&Seymour(2003)
Dasyuromorpha,Dasyuridae,Sarcophiluslaniarius,5775,7.394,6126.8,8.664,White&Seymour(2003)
Dasyuromorpha,Dasyuridae,Sarcophiluslaniarius,6500,10.153,,,Lovegrove(2000)
Dasyuromorpha,Dasyuridae,Sminthopsiscrassicaudata,14.1,0.11,16,0.121,Heusner(1991)
Dasyuromorpha,Dasyuridae,Sminthopsiscrassicaudata,15.9,0.114,,,Lovegrove(2000)
Dasyuromorpha,Dasyuridae,Sminthopsiscrassicaudata,16.4,0.14,,,White&Seymour(2003)
Dasyuromorpha,Dasyuridae,Sminthopsiscrassicaudata,17.7,0.123,,,Lovegrove(2003)
Dasyuromorpha,Dasyuridae,Sminthopsislaniger,24.2,0.132,25.8,0.141,White&Seymour(2003)
Dasyuromorpha,Dasyuridae,Sminthopsislaniger,25.8,0.141,,,White&Seymour(2003)
Dasyuromorpha,Dasyuridae,Sminthopsislaniger,27.4,0.15,,,Lovegrove(2003)
Dasyuromorpha,Dasyuridae,Sminthopsismacroura,19.35,0.126,20.6,0.128,White&Seymour(2003)
Dasyuromorpha,Dasyuridae,Sminthopsismacroura,22,0.131,,,Lovegrove(2000)
Dasyuromorpha,Dasyuridae,Sminthopsismurina,12.9,0.114,15.7,0.117,Lovegrove(2000)
Dasyuromorpha,Dasyuridae,Sminthopsismurina,19,0.12,,,White&Seymour(2003)
Dasyuromorpha,Didelphidae,Chironectesminimus,935,2.549,940.5,2.793,White&Seymour(2003)
Dasyuromorpha,Didelphidae,Chironectesminimus,946,3.061,,,Lovegrove(2000)
Dasyuromorpha,Didelphidae,Didelphismarsupialis,1165,3.185,1244.3,3.31,White&Seymour(2003)
Dasyuromorpha,Didelphidae,Didelphismarsupialis,1329,3.44,,,Heusner(1991)
Dasyuromorpha,Didelphidae,Didelphisvirginiana,2488,4.641,2846.6,5.299,White&Seymour(2003)
Dasyuromorpha,Didelphidae,Didelphisvirginiana,3257,6.05,,,Heusner(1991)
Dasyuromorpha,Didelphidae,Lutreolinacrassicaudata,812,2.265,812,2.265,White&Seymour(2003)
Dasyuromorpha,Didelphidae,Philanderopossum,751,1.886,751,1.886,White&Seymour(2003)
Dasyuromorpha,Marmosidae,Gracilinanusmicrotarsus,13,0.106,13,0.106,White&Seymour(2003)
Dasyuromorpha,Marmosidae,Marmosarobinsoni,122,0.547,122,0.547,White&Seymour(2003)
Dasyuromorpha,Marmosidae,Metachirusnudicaudatus,336,1.144,336,1.144,White&Seymour(2003)
Dasyuromorpha,Marmosidae,Monodelphisbrevicaudata,75.5,0.318,91.5,0.366,White&Seymour(2003)
Dasyuromorpha,Marmosidae,Monodelphisbrevicaudata,111,0.421,,,Lovegrove(2000)
Dasyuromorpha,Marmosidae,Monodelphisdomestica,104,0.335,104,0.335,White&Seymour(2003)
Dasyuromorpha,Myrmecobiidae,Myrmecobiusfasciatus,400,0.794,438.2,0.907,White&Seymour(2003)
Dasyuromorpha,Myrmecobiidae,Myrmecobiusfasciatus,480,1.036,,,Lovegrove(2003)
Diprotodontia,Acrobatidae,Acrobatespygmaeus,14,0.084,14,0.084,White&Seymour(2003)
Diprotodontia,Burramyidae,Burramysparvus,44.3,0.205,44.3,0.205,White&Seymour(2003)
Diprotodontia,Burramyidae,Cercartetuslepidus,12.6,0.105,12.6,0.105,White&Seymour(2003)
Diprotodontia,Burramyidae,Cercartetusnanus,60,0.288,64.8,0.311,Lovegrove(2000)
Diprotodontia,Burramyidae,Cercartetusnanus,70,0.336,,,White&Seymour(2003)
Diprotodontia,Macropodidae,Dendrolagusmatschiei,6960,7.96,6960,7.96,White&Seymour(2003)
Diprotodontia,Macropodidae,Lagorchestesconspicillatus,2660,4.749,2660,4.749,White&Seymour(2003)
Diprotodontia,Macropodidae,Macropuseugenii,4796,7.78,4796,7.78,Heusner(1991)
Diprotodontia,Macropodidae,Macropusrobustus,29300,31.71,29647.9,33.056,White&Seymour(2003)
Diprotodontia,Macropodidae,Macropusrobustus,30000,34.46,,,Heusner(1991)
Diprotodontia,Macropodidae,Macropusrufus,25000,30.13,28500,31.353,Heusner(1991)
Diprotodontia,Macropodidae,Macropusrufus,32490,32.625,,,White&Seymour(2003)
Diprotodontia,Macropodidae,Setonixbrachyurus,2510,4.52,2702.3,4.695,Heusner(1991)
Diprotodontia,Macropodidae,Setonixbrachyurus,2674,4.654,,,White&Seymour(2003)
Diprotodontia,Macropodidae,Setonixbrachyurus,2940,4.92,,,Lovegrove(2000)
Diprotodontia,Petauridae,Gymnobelideusleadbeateri,166,0.574,166,0.574,White&Seymour(2003)
Diprotodontia,Petauridae,Petaurusbreviceps,127,0.502,129.3,0.517,White&Seymour(2003)
Diprotodontia,Petauridae,Petaurusbreviceps,128.1,0.5,,,Heusner(1991)
Diprotodontia,Petauridae,Petaurusbreviceps,130,0.522,,,Lovegrove(2000)
Diprotodontia,Petauridae,Petaurusbreviceps,132.2,0.546,,,Lovegrove(2003)
Diprotodontia,Phalangeridae,Spilocuscusmaculatus,4250,6.164,4250,6.27,Lovegrove(2000)
Diprotodontia,Phalangeridae,Spilocuscusmaculatus,4250,6.378,,,White&Seymour(2003)
Diprotodontia,Phalangeridae,Trichosurusvulpecula,1982,3.538,1993.5,3.8,Lovegrove(2000)
Diprotodontia,Phalangeridae,Trichosurusvulpecula,2005,4.081,,,White&Seymour(2003)
Diprotodontia,Phascolarctidae,Phascolarctoscinereus,4700,5.72,4732.4,5.744,Heusner(1991)
Diprotodontia,Phascolarctidae,Phascolarctoscinereus,4765,5.768,,,White&Seymour(2003)
Diprotodontia,Potoroidae,Aepyprymnusrufescens,2820,5.978,2820,5.978,White&Seymour(2003)
Diprotodontia,Potoroidae,Bettongiagaimardi,1385,3.578,1385,3.578,White&Seymour(2003)
Diprotodontia,Potoroidae,Bettongiapenicillata,1018,3.132,1018,3.132,White&Seymour(2003)
Diprotodontia,Potoroidae,Potoroustridactylus,976,2.323,1045.5,2.556,White&Seymour(2003)
Diprotodontia,Potoroidae,Potoroustridactylus,1120,2.812,,,Lovegrove(2000)
Diprotodontia,Pseudocheiridae,Cercartetusconcinnus,18.6,0.125,18.6,0.125,Lovegrove(2000)
Diprotodontia,Pseudocheiridae,Petauroidesvolans,1140,3.18,1140.5,3.191,Lovegrove(2000)
Diprotodontia,Pseudocheiridae,Petauroidesvolans,1141,3.202,,,White&Seymour(2003)
